id,code,language,green_score,energy_wh,co2_g,cpu_time_ms,memory_mb,complexity,duration,emissions,emissions_rate,energy_consumed,country_name,region,cloud_provider,cloud_region,os,cpu_model,gpu_model,ram_total_size,tracking_mode,on_cloud,pue
78,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,43.43,0.051211,12.751155,2.238,8.721,4,0.5169,1.46E-05,2.74E-07,0.01114275,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.824
79,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,93.8,0.01557,4.285337,0.6039,2.517,2,0.136,4.16E-06,8.10E-08,0.00276612,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.629
80,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,48.87,0.054295,14.655117,2.7068,8.69,3,0.4959,1.36E-05,3.16E-07,0.00951774,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.815
81,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,47.02,0.066756,14.812783,3.4641,10.317,4,0.5063,1.35E-05,2.41E-07,0.00863757,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.67
82,"def efficient_sum(numbers):
    return sum(numbers)
",python,89.6,0.021204,5.484541,0.7612,3.273,1,0.1909,4.55E-06,1.10E-07,0.00403929,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.4
83,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,96.67,0.02318,4.629059,0.8649,3.161,2,0.2042,4.47E-06,1.06E-07,0.00341511,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.631
84,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,81.28,0.024891,5.41629,1.0209,3.605,2,0.2,4.94E-06,1.05E-07,0.00451615,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.689
85,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,91.79,0.01625,5.041325,0.7162,3.201,2,0.1365,4.02E-06,1.00E-07,0.00262692,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.613
86,"def efficient_sum(numbers):
    return sum(numbers)
",python,86.66,0.017742,4.691118,0.9125,3.111,1,0.205,4.54E-06,1.11E-07,0.00356375,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.453
87,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,79.34,0.021922,5.960779,1.109,4.021,2,0.1449,4.50E-06,8.70E-08,0.00303679,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.463
88,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,41.98,0.061686,15.042622,3.0972,9.679,4,0.4784,1.56E-05,2.95E-07,0.00964543,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.545
89,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,40,0.060992,15.310713,3.113,9.966,4,0.5089,1.44E-05,3.03E-07,0.00973489,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.631
90,"def efficient_sum(numbers):
    return sum(numbers)
",python,86.49,0.016814,4.476363,0.7692,2.969,1,0.1654,5.06E-06,1.13E-07,0.00401611,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.415
91,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,44.33,0.052692,13.344779,2.6224,8.73,5,0.4129,1.31E-05,2.78E-07,0.00876052,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.706
92,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,37.64,0.065233,12.706466,2.3774,9.143,3,0.4008,1.26E-05,3.14E-07,0.00917967,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.744
93,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,38.51,0.053896,16.081898,2.3203,10.7,4,0.3829,1.51E-05,2.85E-07,0.01064636,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.753
94,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,77.83,0.016113,4.345652,0.6848,2.85,2,0.1539,4.00E-06,8.50E-08,0.00263367,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.632
95,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,88.97,0.0222,4.525932,0.8932,3.801,2,0.2136,5.78E-06,9.70E-08,0.00399288,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.66
96,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,44.13,0.055235,13.066066,2.6179,9.192,5,0.415,1.31E-05,2.67E-07,0.00888524,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.699
97,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,78.57,0.021878,5.88836,0.9022,2.836,2,0.1789,4.50E-06,1.21E-07,0.00349503,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.65
98,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,50.9,0.051817,14.780558,2.685,8.584,3,0.3448,1.33E-05,2.78E-07,0.01006932,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.764
99,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,40.93,0.058332,14.606776,2.6484,9.093,4,0.4491,1.36E-05,3.15E-07,0.01008044,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.848
100,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,96.42,0.025019,4.802427,1.0023,4.184,2,0.1641,3.92E-06,9.40E-08,0.00300341,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.339
101,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,48.94,0.057657,15.642192,2.9677,7.853,4,0.4458,1.36E-05,2.86E-07,0.00938227,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.83
102,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,78.63,0.015506,3.9313,0.7099,3.062,2,0.1491,3.80E-06,7.90E-08,0.00290209,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.536
103,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,42.27,0.055059,12.063492,2.3479,8.688,4,0.3715,1.41E-05,2.66E-07,0.00937502,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.75
104,"def efficient_sum(numbers):
    return sum(numbers)
",python,89.92,0.019379,5.218507,0.7364,2.942,1,0.1869,5.08E-06,9.30E-08,0.00377256,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.341
105,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,44.54,0.057316,13.645203,2.1211,8.785,3,0.3818,1.30E-05,2.61E-07,0.00893136,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.545
106,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,40.21,0.056201,13.879466,2.7873,9.376,4,0.4222,1.42E-05,3.09E-07,0.01044911,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.746
107,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,90.83,0.019233,4.670789,0.8508,3.483,2,0.1764,5.71E-06,1.20E-07,0.00378528,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.699
108,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,80.39,0.017874,4.773684,0.7265,3,2,0.1514,4.03E-06,8.20E-08,0.00278014,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.622
109,"def efficient_sum(numbers):
    return sum(numbers)
",python,85.09,0.022773,5.821154,0.7622,3.392,1,0.2216,5.51E-06,9.90E-08,0.00395451,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.337
110,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,42.19,0.052598,13.145181,1.9641,6.821,4,0.3811,1.06E-05,2.35E-07,0.00910916,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.547
111,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,84.11,0.01845,4.756886,0.7538,2.859,2,0.1503,4.20E-06,9.20E-08,0.00314053,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.569
112,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,52.33,0.054048,10.113715,2.109,8.336,3,0.287,1.33E-05,2.75E-07,0.00750565,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.453
113,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,52.55,0.056666,13.314173,1.8767,9.005,2,0.3779,1.34E-05,2.35E-07,0.00999015,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.499
114,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,41.52,0.057519,15.341372,2.9113,9.963,4,0.4817,1.57E-05,3.11E-07,0.00996455,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.527
115,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,85.35,0.018872,4.291303,0.704,2.881,2,0.15,4.02E-06,9.10E-08,0.00305547,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.576
116,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,41.19,0.056949,14.994281,2.8091,9.853,4,0.5307,1.49E-05,2.72E-07,0.00948953,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.657
117,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,82.09,0.023283,6.193928,1.1484,3.409,2,0.1468,5.07E-06,1.03E-07,0.00300387,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.433
118,"def efficient_sum(numbers):
    return sum(numbers)
",python,84.54,0.019564,4.922679,0.7719,3.079,1,0.2064,5.15E-06,1.01E-07,0.00382961,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.364
119,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,39.72,0.050714,11.300023,2.2308,7.412,4,0.3731,1.36E-05,2.32E-07,0.00903779,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.664
120,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,42.6,0.04648,14.756111,2.3757,8.522,3,0.4281,1.25E-05,3.30E-07,0.0073436,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.784
121,"def efficient_sum(numbers):
    return sum(numbers)
",python,92.28,0.021957,4.848708,0.7321,3.082,1,0.2094,4.82E-06,9.80E-08,0.00365963,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.439
122,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,40.72,0.058884,15.767137,3.2436,9.297,4,0.4085,1.74E-05,3.41E-07,0.00995156,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.678
123,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,43.83,0.056336,9.644202,2.4747,9.251,3,0.2961,1.40E-05,2.37E-07,0.00961955,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.451
124,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,44.39,0.055801,13.755259,2.5896,9.586,5,0.4588,1.36E-05,2.99E-07,0.01114966,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.719
125,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,38.47,0.060992,14.438469,2.5434,9.086,4,0.4831,1.27E-05,3.17E-07,0.00994276,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.722
126,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,35.71,0.0552,15.07524,3.1814,11.052,4,0.5324,1.46E-05,2.41E-07,0.00813743,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.599
127,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,81.32,0.023706,6.175837,1.1749,3.81,2,0.1695,4.54E-06,9.20E-08,0.00308296,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.452
128,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,84.69,0.021856,5.211557,0.8769,3.352,2,0.1784,5.08E-06,1.07E-07,0.00398096,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.634
129,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,44.77,0.057017,15.199714,2.8202,10.026,3,0.4934,1.32E-05,3.13E-07,0.01083348,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.864
130,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,94.28,0.026057,5.290658,1.2018,3.068,2,0.1474,4.34E-06,9.70E-08,0.00354815,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.444
131,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,85.21,0.022512,5.966399,1.1167,3.498,2,0.1579,4.74E-06,9.50E-08,0.00324327,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.467
132,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,45.73,0.051434,12.515949,2.2237,7.731,3,0.3643,1.24E-05,2.57E-07,0.00951188,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.572
